gameTitle,platform,Publisher,developer,ReleaseDate
Turok: Evolution,PS2,Acclaim Entertainment,Acclaim Studios Austin,31/08/2002
Turok: Evolution,XB,Acclaim Entertainment,Acclaim Studios Austin,31/08/2002
Turok: Evolution,GC,Acclaim Entertainment,Acclaim Studios Austin,31/08/2002
Syberia,PC,The Adventure Company,Microids,01/09/2002
Sega Soccer Slam,PS2,Sega,Black Box Games,02/09/2002
Pac-Man Fever,GC,Namco,Mass Media,03/09/2002
MLB SlugFest 20-03,GC,Midway Games,Gratuitous Games,03/09/2002
Silent Scope,GBA,Konami,Konami,04/09/2002
Icewind Dale II,PC,Interplay,Black Isle Studios,04/09/2002
Gravity Games Bike: Street Vert Dirt,XB,Midway Games,Midway Games,04/09/2002
Nancy Drew: Secret of the Scarlet Hand,PC,DreamCatcher Interactive,Her Interactive,04/09/2002
Antz Extreme Racing,XB,Empire Interactive,Supersonic Software,05/09/2002
Densetsu no Stafi,GBA,Nintendo,TOSE,06/09/2002
Mobile Suit Gundam: Federation vs. Zeon,PS2,Bandai,Bandai,09/09/2002
Emperor: Rise of the Middle Kingdom,PC,Sierra Entertainment,BreakAway Games,09/09/2002
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,THQ,Vicarious Visions,10/09/2002
Ty the Tasmanian Tiger,PS2,Electronic Arts,Krome Studios,10/09/2002
The Scorpion King: Rise of the Akkadian,PS2,Universal Interactive,Point of View,10/09/2002
Ty the Tasmanian Tiger,XB,Electronic Arts,Krome Studios,10/09/2002
The Scorpion King: Rise of the Akkadian,GC,Universal Interactive,Point of View,11/09/2002
Egg Mania: Eggstreme Madness,XB,Kemco,HotGen Studios,11/09/2002
Egg Mania: Eggstreme Madness,GC,Kemco,HotGen Studios,11/09/2002
Egg Mania: Eggstreme Madness,PS2,Kemco,HotGen Studios,12/09/2002
"Ed, Edd n Eddy: Jawbreakers!",GBA,BAM! Entertainment,Crawfish Interactive - Climax,15/09/2002
NHL Hitz 20-03,GC,Midway Games,EA Black Box,15/09/2002
Loons: The Fight For Fame,XB,Atari,Warthog,15/09/2002
The Sims Deluxe,PC,Electronic Arts,Maxis,15/09/2002
Kelly Slater's Pro Surfer,PS2,Activision,Treyarch,16/09/2002
NHL Hitz 20-03,PS2,Midway Games,EA Black Box,16/09/2002
Gungrave,PS2,Sega,"Ikusabune Inc. / Positron Co., Ltd",16/09/2002
Quantum Redshift,XB,Microsoft Game Studios,Curly Monsters,16/09/2002
Kelly Slater's Pro Surfer,XB,Activision,Treyarch,16/09/2002
Colin McRae Rally 2.0,GBA,Codemasters,Codemasters,16/09/2002
AirForce Delta Storm,GBA,Konami,Konami,16/09/2002
Egg Mania,GBA,Kemco,HotGen Studios,16/09/2002
Dynasty Tactics,PS2,KOEI,Koei,17/09/2002
Taz Wanted,PS2,Atari,Blitz Games,17/09/2002
The Terminator: Dawn of Fate,XB,Atari,Paradigm Entertainment,18/09/2002
Commandos 2: Men of Courage,XB,Eidos Interactive,Pyro Studios,18/09/2002
NASCAR Thunder 2003,GC,EA Sports,EA Tiburon,19/09/2002
NASCAR Thunder 2003,XB,EA Sports,EA Tiburon,19/09/2002
Antz Extreme Racing,PS2,Empire Interactive,Supersonic Software,19/09/2002
Rocket Power: Beach Bandits,PS2,THQ,Evolution Games,20/09/2002
Myst III: Exile,PS2,Ubisoft,Presto Studios,22/09/2002
Island Xtreme Stunts,PS2,Electronic Arts,Silicon Dreams,22/09/2002
Myst III: Exile,XB,Ubisoft,Presto Studios,22/09/2002
Divine Divinity,PC,CDV Software Entertainment,Larian Studios,22/09/2002
The Sims: Unleashed,PC,Electronic Arts,Maxis,23/09/2002
Sly Cooper and the Thievius Raccoonus,PS2,Sony Computer Entertainment,Sucker Punch,23/09/2002
Sega Smash Pack,GBA,THQ,CodeFire,23/09/2002
Tribes: Aerial Assault,PS2,Sierra Entertainment,Midway Studios Austin,23/09/2002
Super Ghouls 'n Ghosts,GBA,Capcom,Capcom,23/09/2002
Unreal Championship,XB,Atari,Digital Extremes,24/09/2002
Rayman Arena,PS2,Ubisoft,Ubisoft,24/09/2002
Rocket Power: Beach Bandits,GC,THQ,Evolution Games,24/09/2002
The Document of Metal Gear Solid 2,PS2,Konami,Konami Computer Entertainment Japan,24/09/2002
WTA Tour Tennis,XB,Konami,Konami,24/09/2002
WTA Tour Tennis,GC,Konami,Konami,24/09/2002
Spyro 2: Season of Flame,GBA,Vivendi Games,Digital Eclipse,25/09/2002
Backyard NFL Football,GBA,Infogrames,Torus Games,25/09/2002
Robotech: Battlecry,XB,TDK Mediactive,Vicious Cycle,25/09/2002
Smuggler's Run,GBA,"Destination Software, Inc",Rebellion Developments,25/09/2002
Stronghold Crusader,PC,Gathering of Developers,FireFly Studios,25/09/2002
Defender of the Crown,PC,Unknown,Cinemaware,26/09/2002
RLH: Run Like Hell,PS2,Interplay,Digital Mayhem,27/09/2002
Ferrari F355 Challenge,PS2,Sega,Sega-AM2,28/09/2002
NASCAR Thunder 2003,PS2,EA Sports,EA Tiburon,29/09/2002
Monster Force,GBA,Universal Interactive,Digital Eclipse,29/09/2002
Conflict: Desert Storm,PS2,Gotham Games,Pivotal Games,30/09/2002
Hitman 2: Silent Assassin,XB,Eidos Interactive,IO Interactive,30/09/2002
NHL 2003,PS2,EA Sports,EA Canada,30/09/2002
Conflict: Desert Storm,XB,Gotham Games,Pivotal Games,30/09/2002
Burnout 2: Point of Impact,PS2,Acclaim Entertainment,Criterion Games,30/09/2002
Grandia Xtreme,PS2,Enix,Game Arts,30/09/2002
Mystic Heroes,GC,KOEI,Koei,30/09/2002
V-Rally 3,GBA,Atari,Velez & Dubail,30/09/2002
Prisoner of War,PC,Codemasters,Wide Games,30/09/2002
Soccer Kid,GBA,Telegames,"Telegames, Inc.",30/09/2002
Need for Speed: Hot Pursuit 2,XB,Electronic Arts,EA Black Box,01/10/2002
Need for Speed: Hot Pursuit 2,GC,Electronic Arts,EA Seattle,01/10/2002
Legaia 2: Duel Saga,PS2,Eidos Interactive,Contrail,01/10/2002
Butt Ugly Martians: B.K.M. Battles,GBA,Knowledge Adventure,Runecraft,01/10/2002
Hitman 2: Silent Assassin,PC,Eidos Interactive,IO Interactive,01/10/2002
MetropolisMania,PS2,Natsume,Indi Software,03/10/2002
Dual Blades,GBA,Metro 3D,Metro3D,07/10/2002
NBA Live 2003,PS2,EA Sports,EA Canada,08/10/2002
Godzilla: Destroy All Monsters Melee,GC,Atari,"Pipeworks Software, Inc.",08/10/2002
NBA Live 2003,XB,EA Sports,EA Canada,08/10/2002
Hard Hitter Tennis,PS2,Atlus,Magical Company Ltd,08/10/2002
Virtua Tennis,GBA,THQ,Altron,08/10/2002
Whacked!,XB,Microsoft Game Studios,Presto Studios,08/10/2002
Namco Museum,GC,Namco,Mass Media,09/10/2002
NBA 2K3,XB,Sega,Visual Concepts,09/10/2002
Evolution Skateboarding,PS2,Konami,Konami Computer Entertainment Osaka,09/10/2002
Knockout Kings 2003,GC,EA Sports,NEW Corporation,09/10/2002
I Spy Challenger!,GBA,Scholastic Inc.,Black Hammer Game,09/10/2002
Taz Wanted,GC,Atari,Blitz Games,10/10/2002
Robotech: Battlecry,GC,TDK Mediactive,Vicious Cycle,11/10/2002
Sub Rebellion,PS2,Metro 3D,Irem Software Engineering,12/10/2002
RollerCoaster Tycoon 2,PC,Atari,Chris Sawyer,15/10/2002
Wild ARMs 3,PS2,Sony Computer Entertainment,Media.Vision,15/10/2002
Pac-Man World 2,XB,Namco,Namco,15/10/2002
X-Men: Next Dimension,PS2,Activision,Paradox Development,15/10/2002
BloodRayne,PS2,Majesco,Terminal Reality,15/10/2002
Silent Scope 3,PS2,Konami,Konami Computer Entertainment Tokyo,15/10/2002
X-Men: Next Dimension,GC,Activision,EXAKT Entertainment,15/10/2002
X-Men: Next Dimension,XB,Activision,Paradox Development,15/10/2002
Casper: Spirit Dimensions,GC,TDK Mediactive,Lucky Chicken Games,15/10/2002
Casper,GBA,Microids,Planet Interactive,15/10/2002
TimeSplitters 2,GC,Eidos Interactive,Free Radical Design,16/10/2002
Mega Man Battle Network 2,GBA,Ubisoft,Capcom,18/10/2002
Gyakuten Saiban 2,GBA,Capcom,Capcom,18/10/2002
Pocky & Rocky with Becky,GBA,Natsume,Altron,18/10/2002
The Lord of the Rings: The Two Towers,PS2,Electronic Arts,Stormfront Studios,21/10/2002
Car Battler Joe,GBA,Mindscape,Ancient,21/10/2002
Contra: Shattered Soldier,PS2,Konami,Konami Computer Entertainment Tokyo,22/10/2002
Defender,PS2,Midway Games,7 Studios,22/10/2002
Driver 2 Advance,GBA,Atari,Sennari Interactive,22/10/2002
Reign of Fire,PS2,BAM! Entertainment,Kuju Entertainment,22/10/2002
Sneakers,XB,Microsoft Game Studios,Media.Vision,22/10/2002
Reign of Fire,XB,BAM! Entertainment,Kuju Entertainment,22/10/2002
Defender,XB,Midway Games,7 Studios,22/10/2002
Tony Hawk's Pro Skater 4,PS2,Activision,Neversoft Entertainment,23/10/2002
Tony Hawk's Pro Skater 4,XB,Activision,Neversoft Entertainment,23/10/2002
Tony Hawk's Pro Skater 4,GC,Activision,Neversoft Entertainment,23/10/2002
ToeJam & Earl III: Mission to Earth,XB,Sega,ToeJam & Earl Productions,23/10/2002
Swingerz Golf,GC,Eidos Interactive,Telenet,23/10/2002
Crazy Chase,GBA,Kemco,Kemco,23/10/2002
Suikoden III,PS2,Konami,KCET,24/10/2002
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,Namco,Namco,24/10/2002
Top Gun: Combat Zones,GC,Titus,Digital Integration,24/10/2002
Worms Blast,GC,Ubisoft,Team17 Software,24/10/2002
Combat Flight Simulator 3: Battle for Europe,PC,Microsoft Game Studios,Microsoft Game Studios,25/10/2002
Tiger Woods PGA Tour 2003,PS2,EA Sports,EA Redwood Shores,27/10/2002
Tiger Woods PGA Tour 2003,XB,EA Sports,EA Redwood Shores,27/10/2002
Robotech: The Macross Saga,GBA,TDK Mediactive,Lucky Chicken,27/10/2002
Toxic Grind,XB,THQ,Blue Shift,27/10/2002
Grand Theft Auto: Vice City,PS2,Rockstar Games,Rockstar North,28/10/2002
Game & Watch Gallery 4,GBA,Nintendo,Nintendo,28/10/2002
Tony Hawk's Pro Skater 4,GBA,Activision,Vicarious Visions,28/10/2002
Hamtaro: Ham-Hams Unite!,GBC,Nintendo,Shogakukan,28/10/2002
Star Wars: Clone Wars,GC,LucasArts,Pandemic Studios,28/10/2002
Shenmue II,XB,Microsoft,Sega-AM2,28/10/2002
Doom II,GBA,Activision,Torus Games,28/10/2002
NBA Starting Five,XB,Konami,Konami,28/10/2002
Phantasy Star Online Episode I & II,GC,Sega,Sonic Team,29/10/2002
The Powerpuff Girls: Him and Seek,GBA,BAM! Entertainment,Vicarious Visions,29/10/2002
Monopoly Party,XB,Infogrames,Runecraft,29/10/2002
He-Man: Power of Grayskull,GBA,TDK Mediactive,Taniko,29/10/2002
Galidor: Defenders of the Outer Dimension,GBA,Electronic Arts,Tiertex Design Studios,29/10/2002
Transworld Snowboarding,XB,Atari,Housemarque,29/10/2002
Worms World Party,GBA,Ubisoft,Team17 Software,29/10/2002
Dungeons & Dragons: Eye of the Beholder,GBA,Atari,Pronto Games,30/10/2002
Nickelodeon Party Blast,XB,Infogrames,Data Design Interactive,30/10/2002
Outlaw Golf,GC,Simon & Schuster Interactive,Hypnotix,30/10/2002
SSX Tricky,GBA,EA Sports BIG,Visual Impact,31/10/2002
Hot Wheels Velocity X,GBA,THQ,Saffire Corporation,31/10/2002
Reign of Fire,GBA,BAM! Entertainment,Crawfish Interactive,31/10/2002
Disney's PK: Out of the Shadows,PS2,Ubisoft,Ubisoft,01/11/2002
Animal Snap: Rescue Them 2 By 2,GBA,Ignition Entertainment,"Awesome Developments, Ltd.",01/11/2002
NCAA College Basketball 2K3,GC,Sega,Kush Games,02/11/2002
Spyro: Enter the Dragonfly,PS2,VU Games,Check Six Games,03/11/2002
Zapper: One Wicked Cricket!,PS2,Infogrames,Blitz Games,03/11/2002
Contra Advance: The Alien Wars EX,GBA,Konami,Konami,03/11/2002
Zapper: One Wicked Cricket!,XB,Infogrames,Blitz Games,03/11/2002
Defender,GBA,Midway Games,OutLook Entertainment,03/11/2002
Metal Gear Solid 2: Substance,XB,Konami,Konami Computer Entertainment Japan,04/11/2002
Frogger's Adventures 2: The Lost Wand,GBA,Konami,Konami,05/11/2002
Cubivore: Survival of the Fittest,GC,Atlus,Saru Brunei / Intelligent Systems,05/11/2002
Zapper: One Wicked Cricket!,GBA,Infogrames,Blitz Games,05/11/2002
MechWarrior 4: Mercenaries,PC,Microsoft Game Studios,FASA Studio,07/11/2002
Spyro: Enter the Dragonfly,GC,VU Games,Equinoxe,08/11/2002
Rugrats: I Gotta Go Party,GBA,THQ,Eurocom Entertainment Software,08/11/2002
Medal of Honor: Frontline,GC,Electronic Arts,EA Los Angeles,10/11/2002
Serious Sam,XB,Gotham Games,Croteam,10/11/2002
Tom Clancy's Ghost Recon,PS2,Ubisoft,Red Storm Entertainment,11/11/2002
Tom Clancy's Ghost Recon,XB,Ubisoft,Red Storm Entertainment,11/11/2002
MechAssault,XB,Microsoft Game Studios,Day 1 Studios,11/11/2002
The Lord of the Rings: The Two Towers,GBA,Electronic Arts,Griptonite Games,11/11/2002
Monopoly Party,PS2,Infogrames,Runecraft,11/11/2002
Disney's Treasure Planet,PS2,Sony Computer Entertainment,Bizarre Creations,11/11/2002
Rally Fusion: Race of Champions,PS2,Activision,Climax Group,11/11/2002
Kakuto Chojin,XB,Microsoft Game Studios,DreamFactory,11/11/2002
Disney Sports Soccer,GBA,Konami,Konami,11/11/2002
Arx Fatalis,PC,JoWood Productions,Arkane Studios,11/11/2002
FIFA Soccer 2003,XB,EA Sports,EA Canada,12/11/2002
Tomb Raider: The Prophecy,GBA,Ubisoft,Ubisoft Milan,12/11/2002
Whirl Tour,GC,VU Games,Papaya Studios,12/11/2002
Minority Report: Everybody Runs,GBA,Activision,Torus Games,12/11/2002
Disney's Kim Possible: Revenge of Monkey Fist,GBA,Disney Interactive Studios,Digital Eclipse,13/11/2002
The Wild Thornberrys Movie,GBA,THQ,"Human Soft, Inc.",13/11/2002
Wreckless: ThE YaKuza MisSiOns,PS2,Activision,Stealth Studios,13/11/2002
Wreckless: ThE YaKuza MisSiOns,GC,Activision,Stealth Studios,13/11/2002
Harry Potter and the Chamber of Secrets,GBA,Electronic Arts,Eurocom Entertainment Software,14/11/2002
Harry Potter and the Chamber of Secrets,PS,Electronic Arts,Argonaut Games,14/11/2002
Harry Potter and the Chamber of Secrets,GC,Electronic Arts,Eurocom Entertainment Software,14/11/2002
Harry Potter and the Chamber of Secrets,XB,Electronic Arts,Eurocom Entertainment Software,14/11/2002
FIFA Soccer 2003,GC,EA Sports,EA Canada,14/11/2002
FIFA Soccer 2003 (weekly jp sales),PS2,EA Sports,EA Canada,14/11/2002
Harry Potter and the Chamber of Secrets,PC,Electronic Arts,KnowWonder,14/11/2002
Disney Sports Skateboarding,GBA,Konami,Konami,15/11/2002
Mortal Kombat: Deadly Alliance,PS2,Midway Games,Midway,16/11/2002
Shrek Super Party,PS2,TDK Mediactive,Mass Media,16/11/2002
Darkened Skye,GC,Simon & Schuster Interactive,Boston Animation,16/11/2002
Rocky,XB,Ubisoft,Rage Software,17/11/2002
Rocky,GC,Ubisoft,Steel Monkeys,17/11/2002
Fireblade,XB,Midway Games,Kuju Entertainment,17/11/2002
Evolution Skateboarding,GC,Konami,Konami Computer Entertainment Osaka,17/11/2002
Disney Sports Soccer,GC,Konami,KCEO,17/11/2002
Dead to Rights,PS2,Namco,Namco,18/11/2002
Rocky,PS2,Ubisoft,Rage Software,18/11/2002
James Bond 007: Nightfire,XB,Electronic Arts,Eurocom Entertainment Software,18/11/2002
James Bond 007: Nightfire,GC,Electronic Arts,Eurocom Entertainment Software,18/11/2002
Minority Report: Everybody Runs,PS2,Activision,Treyarch,18/11/2002
James Cameron's Dark Angel,PS2,Sierra Entertainment,Radical Entertainment,18/11/2002
Baldur's Gate: Dark Alliance,GC,Interplay,Snowblind Studios,18/11/2002
Ninja Assault,PS2,Namco,Namco,18/11/2002
Dragon's Lair 3D: Return to the Lair,XB,Ubisoft,Dragonstone Software,18/11/2002
Total Immersion Racing,XB,Empire Interactive,Razorworks Studios,18/11/2002
Dogz 5,PC,Ubisoft,PF.Magic,18/11/2002
Marvel vs. Capcom 2,PS2,Capcom,Capcom,19/11/2002
Super Monkey Ball Jr.,GBA,THQ,Realism Ltd,19/11/2002
Dr. Muto,PS2,Midway Games,Midway,19/11/2002
Minority Report: Everybody Runs,GC,Activision,Treyarch,19/11/2002
The Revenge of Shinobi,GBA,THQ,3d6 Games,19/11/2002
Dr. Muto,XB,Midway Games,Midway,19/11/2002
FIFA Soccer 2003,GBA,EA Sports,Exient Entertainment,19/11/2002
The Sum of All Fears,GBA,Ubisoft,Ubisoft,19/11/2002
Star Wars Jedi Knight II: Jedi Outcast,GC,LucasArts,Vicarious Visions,20/11/2002
Drome Racers,PS2,Electronic Arts,Attention To Detail,20/11/2002
Total Immersion Racing,PS2,Empire Interactive,Razorworks Studios,20/11/2002
The Mummy,GBA,Ubisoft,Ubisoft,20/11/2002
Mortal Kombat: Deadly Alliance,GBA,Midway Games,Midway,20/11/2002
Antz Extreme Racing,GBA,Empire Interactive,Magic Pockets,20/11/2002
Steel Battalion,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",21/11/2002
Disney Sports Basketball,GBA,Konami,Konami,23/11/2002
The Powerpuff Girls: Relish Rampage,PS2,BAM! Entertainment,VIS Entertainment,24/11/2002
BMX XXX,GC,Acclaim Entertainment,"Z-Axis, Ltd.",24/11/2002
Activision Anthology,PS2,Activision,Contraband Entertainment,25/11/2002
Rygar: The Legendary Adventure,PS2,Tecmo,Tecmo,25/11/2002
Dead to Rights,GC,Namco,Namco,25/11/2002
Legends of Wrestling II,GBA,Acclaim Entertainment,Powerhead Games,25/11/2002
Gauntlet: Dark Legacy,GBA,Midway Games,Pocket Studios,25/11/2002
Legends of Wrestling II,PS2,Acclaim Entertainment,Acclaim Studios Salt Lake City,26/11/2002
Legends of Wrestling II,GC,Acclaim Entertainment,Acclaim Studios Salt Lake City,26/11/2002
Reign of Fire,GC,BAM! Entertainment,Kuju Entertainment,26/11/2002
Dave Mirra Freestyle BMX 3,GBA,Acclaim Entertainment,Full Fat,26/11/2002
Evolution Snowboarding,PS2,Konami,Konami Computer Entertainment Osaka,26/11/2002
NCAA Final Four 2003,PS2,Sony Computer Entertainment,989 Sports,27/11/2002
Gremlins: Stripe vs Gizmo,GBA,DreamCatcher Interactive,Magic Pockets,27/11/2002
SD Gundam G Generation Neo,PS2,Bandai,Bandai,28/11/2002
Kamen Rider Ryuki,PS,Bandai,Bandai,28/11/2002
The King of Fighters 2000,PS2,Playmore,Playmore Corporation,28/11/2002
Shrek Super Party,XB,TDK Mediactive,Mass Media,29/11/2002
Rally Fusion: Race of Champions,XB,Activision,Climax Group,29/11/2002
Street Fighter Alpha 3,GBA,Capcom,Crawfish Interactive,01/12/2002
NCAA College Basketball 2K3,XB,Sega,Kush Games,02/12/2002
Evolution Worlds,GC,Ubisoft,Sting,02/12/2002
Medal of Honor: Underground,GBA,"Destination Software, Inc",Rebellion Developments,02/12/2002
Disney's PK: Out of the Shadows,GC,Ubisoft,Ubisoft,03/12/2002
Legends of Wrestling II,XB,Acclaim Entertainment,Acclaim Studios Salt Lake City,05/12/2002
Momotarou Dentetsu 11,GC,Hudson Soft,Hudson Soft,05/12/2002
Gacharoku,PS2,Sony Computer Entertainment,Agenda,05/12/2002
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Takara,Takara,05/12/2002
Moto Racer Advance,GBA,Ubisoft,Adeline Software,05/12/2002
Pro Race Driver,PS2,Codemasters,Codemasters,06/12/2002
Nickelodeon Party Blast,GC,Atari,Data Design Interactive,06/12/2002
Lunar Legend,GBA,Ubisoft,Magic Rings,08/12/2002
IHRA Drag Racing 2,PS2,Bethesda Softworks,Bethesda Softworks,09/12/2002
Blood Omen 2,GC,Eidos Interactive,Crystal Dynamics,09/12/2002
Star Wars: Clone Wars,PS2,LucasArts,Pandemic Studios,10/12/2002
BattleBots: Beyond the BattleBox,GBA,Majesco,Cave Barn Studios,10/12/2002
Seek and Destroy,PS2,Conspiracy Entertainment,Barnhouse Effect,11/12/2002
Cabela's Big Game Hunter,GBA,10TACLE Studios,ImageBuilder Software,11/12/2002
Frogger Beyond,XB,Konami,Konami,11/12/2002
NightCaster II: Equinox,XB,Jaleco,Jaleco Entertainment,11/12/2002
NHL 2K3,GC,Sega,Treyarch,11/12/2002
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,NewKidCo,Cinegroupe,13/12/2002
Klonoa Heroes: Densetsu no Star Medal,GBA,Namco,Namco,13/12/2002
The Invincible Iron Man,GBA,Activision,Torus Games Pty. Ltd.,15/12/2002
Dr. Muto,GC,Midway Games,Midway,17/12/2002
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,THQ,Big Sky Software,18/12/2002
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,Spike,Spike,19/12/2002
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,Hudson Soft,Hudson Soft,19/12/2002
Dragon's Lair 3D: Return to the Lair,GC,Encore,Dragonstone Software,22/12/2002
Super Bubble Pop,XB,Jaleco,Runecraft,25/12/2002
Million God,PS2,Nippon Amuse,Nippon Amuse,26/12/2002
Impossible Creatures,PC,Microsoft Game Studios,Relic,29/12/2002
The Lord of the Rings: The Two Towers,XB,Electronic Arts,Stormfront Studios,30/12/2002
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,Ubisoft,Santa Cruz Games,30/12/2002
Extreme Ghostbusters,GBA,DreamCatcher Interactive,Magic Pockets,30/12/2002
One Piece: Grand Battle!,PS,Atari,Bandai,01/01/2003
Outlaw Golf: Nine Holes of Christmas,XB,Simon & Schuster Interactive,Hypnotix,01/01/2003
Pinball Tycoon,GBA,AIA,Ignition Entertainment,02/01/2003
Karnaaj Rally,GBA,Jaleco,Paragon 5,02/01/2003
Jazz Jackrabbit,GBA,Jaleco,Game Titan,03/01/2003
Super Bubble Pop,GBA,Jaleco,Runecraft,03/01/2003
Tom and Jerry in War of the Whiskers,GC,NewKidCo,VIS Entertainment,04/01/2003
Crash Bandicoot 2: N-Tranced,GBA,Vivendi Games,Vicarious Visions,07/01/2003
The Sum of All Fears,GC,Ubisoft,Red Storm Entertainment,09/01/2003
Dynasty Warriors 3: Xtreme Legends,PS2,KOEI,Omega Force,11/01/2003
SimCity 4,PC,Electronic Arts,Maxis,12/01/2003
Panzer Dragoon Orta,XB,Sega,Smilebit,12/01/2003
Disney Sports Basketball,GC,Konami,Konami,13/01/2003
War of the Monsters,PS2,Sony Computer Entertainment,Incognito Entertainment,14/01/2003
Resident Evil 3: Nemesis,GC,Capcom,Capcom,15/01/2003
The Getaway,PS2,Sony Computer Entertainment,Team Soho,19/01/2003
Fisherman's Challenge,PS2,Konami,Konami,19/01/2003
Battle Engine Aquila,PS2,Atari,Lost Toys,19/01/2003
Battle Engine Aquila,XB,Atari,Lost Toys,20/01/2003
ATV Quad Power Racing 2,XB,Acclaim Entertainment,Climax Entertainment,21/01/2003
ATV Quad Power Racing 2,GC,Acclaim Entertainment,Climax Entertainment,22/01/2003
Black & Bruised,PS2,Majesco,Digital Fiction,26/01/2003
Black & Bruised,GC,Majesco,Digital Fiction,26/01/2003
ATV Quad Power Racing 2,PS2,Acclaim Entertainment,Climax Entertainment,27/01/2003
Piglet's Big Game,GBA,THQ,Doki Denki,02/02/2003
Daredevil,GBA,Encore,Griptonite Games,02/02/2003
Guilty Gear X2,PS2,Sammy Corporation,Arc System Works,03/02/2003
P.T.O. IV: Pacific Theater of Operations,PS2,KOEI,Koei,03/02/2003
Galerians: Ash,PS2,Sammy Corporation,Polygon Magic,03/02/2003
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,Ubisoft,Ubisoft Shanghai,04/02/2003
Disney Sports Snowboarding,GBA,Konami,Konami,05/02/2003
Men in Black II: Alien Escape,GC,Infogrames,Melbourne House,07/02/2003
EverQuest Online Adventures,PS2,Sony Online Entertainment,Sony Online Entertainment,09/02/2003
World Tour Soccer 2003,PS2,Sony Computer Entertainment,SCEE London Studio,10/02/2003
Vexx,XB,Acclaim Entertainment,Acclaim Studios Austin,10/02/2003
Command & Conquer: Generals,PC,Electronic Arts,EA Pacific,10/02/2003
.hack//Infection Part 1,PS2,Bandai,CyberConnect2,11/02/2003
Vexx,PS2,Acclaim Entertainment,Acclaim Studios Austin,11/02/2003
Disney's The Jungle Book,GBA,Ubisoft,Visual Impact,11/02/2003
